Area Name,Calendar Year,Labor Force,Employed,Unemployed,Unemployment Rate
Huntingdon County,1993,"19,600","17,400","2,200",11.3
Huntingdon County,1994,"19,400","17,300","2,200",11.2
Huntingdon County,1995,"19,200","17,300","2,000",10.3
Huntingdon County,1996,"19,100","17,000","2,000",10.6
Huntingdon County,1997,"19,500","17,500","2,000",10.3
Huntingdon County,1998,"19,000","17,400","1,600",8.4
Huntingdon County,1999,"19,200","17,500","1,600",8.6
Huntingdon County,2000,"20,900","19,600","1,300",6.1
Huntingdon County,2001,"21,600","20,000","1,700",7.7
Huntingdon County,2002,"22,000","20,200","1,800",8.3
Huntingdon County,2003,"21,300","19,600","1,600",7.7
Huntingdon County,2004,"21,800","20,300","1,500",6.8
Huntingdon County,2005,"22,200","20,900","1,300",6.1
Huntingdon County,2006,"22,200","21,000","1,200",5.3
Huntingdon County,2007,"22,300","21,100","1,200",5.4
Huntingdon County,2008,"22,700","21,200","1,500",6.6
Huntingdon County,2009,"22,900","20,500","2,400",10.5
Huntingdon County,2010,"21,000","18,900","2,200",10.3
Huntingdon County,2011,"21,000","18,900","2,100",9.8
Huntingdon County,2012,"20,800","18,800","2,000",9.6
Huntingdon County,2013,"20,300","18,400","1,900",9.5
Huntingdon County,2014,"20,000","18,400","1,600",8
Huntingdon County,2015,"19,800","18,400","1,400",7.2
Huntingdon County,2016,"19,500","18,200","1,400",7
Huntingdon County,2017,"19,700","18,500","1,200",6.1
Huntingdon County,2018,"19,600","18,500","1,100",5.5
Huntingdon County,2019,"19,700","18,500","1,100",5.8
Huntingdon County,2020,"19,500","17,500","2,000",10.3
Huntingdon County,2021,"18,800","17,600","1,300",6.8
Huntingdon County,2022,"18,900","17,800","1,000",5.3
Huntingdon County,2023,"19,200","18,300",900,4.6
Huntingdon County,2024,"19,200","18,300",900,4.5
Indiana County,1990,"38,500","35,700","2,800",7.3
Indiana County,1991,"38,800","35,200","3,600",9.4
Indiana County,1992,"38,100","34,000","4,100",10.8
Indiana County,1993,"37,200","33,200","4,000",10.8
Indiana County,1994,"37,000","33,200","3,800",10.4
Indiana County,1995,"37,500","34,000","3,500",9.2
Indiana County,1996,"37,800","34,600","3,300",8.6
Indiana County,1997,"38,200","35,200","3,000",8
Indiana County,1998,"37,600","34,800","2,800",7.5
Indiana County,1999,"37,000","34,400","2,600",7
Indiana County,2000,"41,100","38,700","2,400",5.9
Indiana County,2001,"43,100","40,800","2,300",5.3
Indiana County,2002,"43,800","41,100","2,700",6.1
Indiana County,2003,"43,300","40,700","2,700",6.1
Indiana County,2004,"44,500","41,800","2,700",6.1
Indiana County,2005,"45,400","43,000","2,500",5.4
Indiana County,2006,"45,700","43,300","2,400",5.3
Indiana County,2007,"46,000","43,800","2,200",4.9
Indiana County,2008,"47,200","44,700","2,500",5.3
Indiana County,2009,"47,400","43,900","3,500",7.4
Indiana County,2010,"44,000","40,300","3,700",8.4
Indiana County,2011,"44,000","40,600","3,400",7.6
Indiana County,2012,"44,800","41,200","3,500",7.9
Indiana County,2013,"44,100","40,800","3,300",7.4
Indiana County,2014,"43,400","40,800","2,700",6.2
Indiana County,2015,"42,100","39,400","2,700",6.5
Indiana County,2016,"39,200","36,300","2,900",7.4
Indiana County,2017,"38,300","36,000","2,300",6.1
Indiana County,2018,"37,900","35,900","2,000",5.2
Indiana County,2019,"38,200","36,300","2,000",5.1
Indiana County,2020,"37,000","33,700","3,400",9.1
Indiana County,2021,"36,100","33,600","2,400",6.8
Indiana County,2022,"35,400","33,600","1,800",5.2
Indiana County,2023,"35,700","34,100","1,600",4.5
Indiana County,2024,"35,600","34,000","1,600",4.4
Jefferson County,1990,"20,000","18,600","1,400",7.2
Jefferson County,1991,"20,700","18,800","1,900",9.3
Jefferson County,1992,"21,300","19,100","2,100",10
Jefferson County,1993,"21,300","19,700","1,600",7.5
Jefferson County,1994,"21,700","20,100","1,600",7.4
Jefferson County,1995,"22,000","20,300","1,700",7.6
Jefferson County,1996,"22,400","20,600","1,800",8
Jefferson County,1997,"22,400","20,800","1,600",7.1
Jefferson County,1998,"22,000","20,500","1,600",7.1
Jefferson County,1999,"21,800","20,300","1,600",7.1
Jefferson County,2000,"21,600","20,400","1,200",5.4
Jefferson County,2001,"21,500","20,100","1,400",6.5
Jefferson County,2002,"21,900","20,600","1,300",6.1
Jefferson County,2003,"21,800","20,400","1,400",6.3
Jefferson County,2004,"22,200","20,900","1,300",6
Jefferson County,2005,"22,700","21,500","1,200",5.4
Jefferson County,2006,"22,900","21,700","1,100",5
Jefferson County,2007,"23,200","22,100","1,100",4.8
Jefferson County,2008,"23,400","22,100","1,300",5.6
Jefferson County,2009,"23,000","20,800","2,100",9.4
Jefferson County,2010,"21,500","19,400","2,100",9.7
Jefferson County,2011,"21,800","19,900","1,800",8.5
Jefferson County,2012,"21,800","20,000","1,800",8.1
Jefferson County,2013,"21,100","19,400","1,700",7.9
Jefferson County,2014,"21,000","19,600","1,400",6.5
Jefferson County,2015,"21,200","19,800","1,300",6.2
Jefferson County,2016,"21,100","19,700","1,400",6.7
Jefferson County,2017,"21,000","19,800","1,200",5.6
Jefferson County,2018,"21,000","20,000","1,000",4.7
Jefferson County,2019,"21,100","20,100","1,000",4.6
Jefferson County,2020,"20,600","18,900","1,700",8.4
Jefferson County,2021,"19,900","18,700","1,200",6
Jefferson County,2022,"19,700","18,800",900,4.5
Jefferson County,2023,"19,700","18,900",800,4.1
Jefferson County,2024,"19,300","18,500",800,4
Juniata County,1990,"10,400","9,400","1,000",9.3
Juniata County,1991,"10,500","9,500","1,000",9.8
Juniata County,1992,"10,400","9,100","1,300",12.1
Juniata County,1993,"10,200","9,300",900,8.9
Juniata County,1994,"10,000","9,200",800,8
Juniata County,1995,"10,100","9,200",900,8.7
Juniata County,1996,"10,200","9,300",900,9.2
Juniata County,1997,"10,300","9,500",800,7.8
Juniata County,1998,"10,200","9,400",800,8
Juniata County,1999,"10,500","9,900",600,6
Juniata County,2000,"11,500","11,000",500,4.2
Juniata County,2001,"11,700","11,200",600,4.7
Juniata County,2002,"12,100","11,500",600,5
Juniata County,2003,"12,200","11,600",600,5.1
Juniata County,2004,"13,000","12,400",600,4.5
Juniata County,2005,"13,200","12,700",600,4.3
Juniata County,2006,"12,700","12,200",600,4.3
Juniata County,2007,"12,600","12,000",600,4.4
Juniata County,2008,"12,500","11,800",700,5.4
Juniata County,2009,"12,200","11,300","1,000",7.9
Juniata County,2010,"12,100","11,100",900,7.7
Juniata County,2011,"12,000","11,100",900,7.2
Juniata County,2012,"12,100","11,200",800,7
Juniata County,2013,"12,000","11,200",800,6.8
Juniata County,2014,"11,900","11,200",700,5.7
Juniata County,2015,"12,100","11,500",600,5.1
Juniata County,2016,"11,600","11,000",600,5.5
Juniata County,2017,"11,800","11,200",600,4.8
Juniata County,2018,"11,900","11,400",500,4.3
Juniata County,2019,"12,000","11,500",500,4.5
Juniata County,2020,"12,100","11,200",900,7.2
Juniata County,2021,"11,800","11,300",600,4.8
Juniata County,2022,"11,700","11,200",500,4.2
Juniata County,2023,"12,000","11,500",400,3.7
Juniata County,2024,"11,700","11,300",400,3.8
Lackawanna County,1990,"105,500","97,900","7,600",7.2
Lackawanna County,1991,"105,800","97,000","8,700",8.3
Lackawanna County,1992,"106,700","97,400","9,300",8.7
Lackawanna County,1993,"106,800","97,900","8,900",8.3
Lackawanna County,1994,"106,500","98,400","8,200",7.7
Lackawanna County,1995,"106,500","99,200","7,300",6.9
Lackawanna County,1996,"107,400","99,600","7,700",7.2
Lackawanna County,1997,"108,400","100,800","7,600",7
Lackawanna County,1998,"106,500","100,200","6,200",5.8
Lackawanna County,1999,"105,600","100,000","5,600",5.3
Lackawanna County,2000,"104,000","99,300","4,700",4.6
Lackawanna County,2001,"105,200","99,400","5,800",5.6
Lackawanna County,2002,"104,300","98,000","6,300",6
Lackawanna County,2003,"103,900","97,800","6,100",5.9
Lackawanna County,2004,"105,000","98,800","6,200",5.9
Lackawanna County,2005,"105,800","100,200","5,600",5.3
Lackawanna County,2006,"106,500","101,200","5,400",5
Lackawanna County,2007,"107,600","102,200","5,400",5
Lackawanna County,2008,"109,100","102,700","6,400",5.9
Lackawanna County,2009,"107,800","98,900","8,800",8.2
Lackawanna County,2010,"106,700","97,500","9,200",8.6
Lackawanna County,2011,"107,100","97,900","9,200",8.6
Lackawanna County,2012,"107,600","98,400","9,200",8.6
Lackawanna County,2013,"107,600","99,100","8,600",8
Lackawanna County,2014,"107,300","100,100","7,200",6.7
Lackawanna County,2015,"107,300","100,900","6,400",6
Lackawanna County,2016,"107,200","101,100","6,100",5.7
Lackawanna County,2017,"106,200","100,600","5,600",5.3
Lackawanna County,2018,"105,800","100,800","5,000",4.8
Lackawanna County,2019,"106,000","100,800","5,200",4.9
Lackawanna County,2020,"104,900","95,100","9,900",9.4
Lackawanna County,2021,"103,200","96,600","6,600",6.4
Lackawanna County,2022,"104,500","99,700","4,700",4.5
Lackawanna County,2023,"105,500","101,200","4,300",4.1
Lackawanna County,2024,"105,900","101,700","4,200",3.9
Lancaster County,1990,"225,400","215,900","9,500",4.2
Lancaster County,1991,"224,700","214,400","10,300",4.6
Lancaster County,1992,"227,700","217,100","10,600",4.6
Lancaster County,1993,"228,200","219,000","9,200",4
Lancaster County,1994,"230,200","221,400","8,800",3.8
Lancaster County,1995,"234,000","225,700","8,300",3.6
Lancaster County,1996,"239,000","230,900","8,100",3.4
Lancaster County,1997,"245,400","238,200","7,300",3
Lancaster County,1998,"246,600","239,400","7,200",2.9
Lancaster County,1999,"248,300","241,400","6,900",2.8
Lancaster County,2000,"251,400","244,300","7,200",2.9
Lancaster County,2001,"255,800","247,000","8,800",3.4
Lancaster County,2002,"260,800","250,700","10,100",3.9
Lancaster County,2003,"257,900","247,200","10,700",4.1
Lancaster County,2004,"265,200","255,100","10,100",3.8
Lancaster County,2005,"268,900","259,000","9,900",3.7
Lancaster County,2006,"268,500","258,800","9,700",3.6
Lancaster County,2007,"271,200","261,500","9,700",3.6
Lancaster County,2008,"275,900","264,000","11,900",4.3
Lancaster County,2009,"271,000","251,500","19,500",7.2
Lancaster County,2010,"267,300","248,100","19,300",7.2
Lancaster County,2011,"265,700","248,000","17,700",6.7
Lancaster County,2012,"269,400","252,400","17,000",6.3
Lancaster County,2013,"270,800","255,100","15,700",5.8
Lancaster County,2014,"273,900","261,100","12,800",4.7
Lancaster County,2015,"278,300","266,600","11,700",4.2
Lancaster County,2016,"280,100","268,600","11,500",4.1
Lancaster County,2017,"280,700","269,800","10,900",3.9
Lancaster County,2018,"284,900","275,000","9,900",3.5
Lancaster County,2019,"287,900","278,200","9,700",3.4
Lancaster County,2020,"285,400","264,600","20,800",7.3
Lancaster County,2021,"285,200","272,200","13,100",4.6
Lancaster County,2022,"288,700","279,000","9,700",3.4
Lancaster County,2023,"292,300","283,800","8,500",2.9
Lancaster County,2024,"292,100","283,700","8,400",2.9
Lawrence County,1990,"40,900","38,200","2,700",6.6
Lawrence County,1991,"41,200","37,400","3,800",9.2
Lawrence County,1992,"41,300","37,100","4,200",10.2
Lawrence County,1993,"40,800","36,900","3,900",9.6
Lawrence County,1994,"40,400","36,800","3,600",8.8
Lawrence County,1995,"39,700","36,900","2,800",7.1
Lawrence County,1996,"40,300","37,600","2,700",6.6
Lawrence County,1997,"40,900","38,400","2,600",6.3
Lawrence County,1998,"41,000","38,600","2,400",5.9
Lawrence County,1999,"41,100","38,700","2,400",5.8
Lawrence County,2000,"44,800","42,600","2,200",5
Lawrence County,2001,"44,400","41,900","2,500",5.6
Lawrence County,2002,"44,400","41,600","2,700",6.2
Lawrence County,2003,"44,000","41,300","2,700",6.2
Lawrence County,2004,"44,200","41,500","2,700",6.2
Lawrence County,2005,"44,100","41,500","2,600",5.9
Lawrence County,2006,"44,100","41,600","2,400",5.5
Lawrence County,2007,"44,400","42,000","2,400",5.5
Lawrence County,2008,"44,200","41,400","2,800",6.2
Lawrence County,2009,"43,800","39,700","4,100",9.3
Lawrence County,2010,"43,000","39,200","3,800",8.9
Lawrence County,2011,"43,000","39,500","3,500",8.1
Lawrence County,2012,"43,300","40,000","3,300",7.6
Lawrence County,2013,"43,100","40,000","3,100",7.2
Lawrence County,2014,"42,800","40,100","2,700",6.3
Lawrence County,2015,"42,500","39,700","2,700",6.5
Lawrence County,2016,"41,700","38,900","2,800",6.7
Lawrence County,2017,"41,200","38,600","2,500",6.1
Lawrence County,2018,"40,900","38,800","2,200",5.3
Lawrence County,2019,"40,900","38,800","2,100",5.1
Lawrence County,2020,"40,300","36,200","4,100",10.2
Lawrence County,2021,"39,300","36,500","2,800",7.1
Lawrence County,2022,"39,000","37,000","2,000",5.1
Lawrence County,2023,"39,400","37,700","1,800",4.4
Lawrence County,2024,"39,500","37,800","1,700",4.3
Lebanon County,1990,"61,200","58,200","3,000",4.9
Lebanon County,1991,"62,100","58,600","3,500",5.6
Lebanon County,1992,"62,400","59,100","3,300",5.2
Lebanon County,1993,"62,800","59,700","3,000",4.8
Lebanon County,1994,"63,100","60,300","2,800",4.5
Lebanon County,1995,"63,900","61,100","2,700",4.3
Lebanon County,1996,"65,800","63,200","2,600",4
Lebanon County,1997,"66,400","64,200","2,200",3.3
Lebanon County,1998,"67,000","64,600","2,400",3.5
Lebanon County,1999,"66,300","64,200","2,100",3.1
Lebanon County,2000,"64,400","62,300","2,100",3.2
Lebanon County,2001,"66,000","63,600","2,400",3.6
Lebanon County,2002,"67,100","64,300","2,800",4.2
Lebanon County,2003,"66,900","64,000","2,900",4.3
Lebanon County,2004,"69,100","66,400","2,700",4
Lebanon County,2005,"70,500","67,900","2,500",3.6
Lebanon County,2006,"71,500","69,000","2,500",3.5
Lebanon County,2007,"72,600","69,900","2,600",3.6
Lebanon County,2008,"73,700","70,600","3,100",4.2
Lebanon County,2009,"73,200","68,300","4,900",6.7
Lebanon County,2010,"69,900","64,900","5,000",7.2
Lebanon County,2011,"69,800","65,100","4,700",6.7
Lebanon County,2012,"71,000","66,400","4,600",6.5
Lebanon County,2013,"70,800","66,600","4,200",6
Lebanon County,2014,"70,500","66,900","3,600",5
Lebanon County,2015,"70,700","67,400","3,300",4.6
Lebanon County,2016,"69,200","66,000","3,200",4.6
Lebanon County,2017,"69,200","66,200","3,000",4.3
Lebanon County,2018,"70,000","67,200","2,800",4
Lebanon County,2019,"71,100","68,300","2,800",3.9
Lebanon County,2020,"71,000","65,400","5,600",7.9
Lebanon County,2021,"70,700","67,000","3,700",5.2
Lebanon County,2022,"71,100","68,500","2,600",3.6
Lebanon County,2023,"73,300","71,000","2,300",3.1
Lebanon County,2024,"73,600","71,300","2,300",3.1
Lehigh County,1990,"152,100","144,300","7,800",5.1
Lehigh County,1991,"154,000","144,300","9,800",6.3
Lehigh County,1992,"153,700","143,100","10,500",6.8
Lehigh County,1993,"153,200","143,800","9,400",6.1
Lehigh County,1994,"151,900","143,400","8,500",5.6
Lehigh County,1995,"151,300","143,100","8,200",5.4
Lehigh County,1996,"153,300","145,100","8,200",5.4
Lehigh County,1997,"156,600","149,500","7,200",4.6
Lehigh County,1998,"157,900","151,100","6,900",4.3
Lehigh County,1999,"159,700","153,300","6,400",4
Lehigh County,2000,"163,100","157,000","6,000",3.7
Lehigh County,2001,"166,300","159,000","7,400",4.4
Lehigh County,2002,"167,600","158,200","9,400",5.6
Lehigh County,2003,"167,700","158,100","9,500",5.7
Lehigh County,2004,"169,100","160,200","8,900",5.3
Lehigh County,2005,"171,600","163,100","8,500",4.9
Lehigh County,2006,"175,100","166,900","8,200",4.7
Lehigh County,2007,"176,900","168,800","8,100",4.6
Lehigh County,2008,"179,900","169,600","10,200",5.7
Lehigh County,2009,"179,400","163,900","15,500",8.6
Lehigh County,2010,"176,600","161,000","15,600",8.9
Lehigh County,2011,"179,200","164,100","15,100",8.4
Lehigh County,2012,"182,900","167,800","15,000",8.2
Lehigh County,2013,"183,400","169,600","13,800",7.5
Lehigh County,2014,"184,000","172,700","11,400",6.2
Lehigh County,2015,"187,400","177,200","10,200",5.5
Lehigh County,2016,"185,600","175,500","10,100",5.4
Lehigh County,2017,"186,100","176,300","9,700",5.2
Lehigh County,2018,"187,800","178,700","9,100",4.9
Lehigh County,2019,"190,200","181,500","8,700",4.6
Lehigh County,2020,"189,900","171,800","18,200",9.6
Lehigh County,2021,"189,500","177,200","12,200",6.5
Lehigh County,2022,"190,200","182,000","8,100",4.3
Lehigh County,2023,"192,800","185,000","7,800",4.1
Lehigh County,2024,"194,100","186,600","7,600",3.9
Luzerne County,1990,"155,900","144,000","11,900",7.6
Luzerne County,1991,"157,500","143,200","14,200",9
Luzerne County,1992,"160,500","144,300","16,200",10.1
Luzerne County,1993,"159,500","145,600","13,900",8.7
Luzerne County,1994,"159,600","145,900","13,600",8.5
Luzerne County,1995,"159,900","146,500","13,500",8.4
Luzerne County,1996,"159,100","147,300","11,800",7.4
Luzerne County,1997,"160,300","148,800","11,500",7.2
Luzerne County,1998,"158,800","148,400","10,400",6.5
Luzerne County,1999,"157,500","148,100","9,400",6
Luzerne County,2000,"156,100","147,900","8,100",5.2
Luzerne County,2001,"156,200","147,400","8,800",5.7
Luzerne County,2002,"155,600","145,500","10,000",6.5
Luzerne County,2003,"155,400","145,300","10,100",6.5
Luzerne County,2004,"157,000","146,700","10,300",6.6
Luzerne County,2005,"158,200","149,000","9,200",5.8
Luzerne County,2006,"159,100","150,400","8,800",5.5
Luzerne County,2007,"160,200","151,800","8,400",5.2
Luzerne County,2008,"162,600","152,300","10,300",6.3
Luzerne County,2009,"162,100","147,600","14,500",9
Luzerne County,2010,"159,300","143,900","15,300",9.6
Luzerne County,2011,"159,500","144,700","14,900",9.3
Luzerne County,2012,"160,800","145,500","15,200",9.5
Luzerne County,2013,"160,700","146,200","14,500",9
Luzerne County,2014,"159,900","148,000","11,900",7.4
Luzerne County,2015,"160,200","149,600","10,600",6.6
Luzerne County,2016,"162,000","152,000","10,000",6.2
Luzerne County,2017,"161,500","151,900","9,600",5.9
Luzerne County,2018,"161,200","152,300","8,900",5.5
Luzerne County,2019,"161,300","152,300","8,900",5.5
Luzerne County,2020,"160,800","143,800","17,000",10.6
Luzerne County,2021,"158,100","146,200","11,900",7.5
Luzerne County,2022,"159,400","151,400","8,000",5
Luzerne County,2023,"161,300","153,800","7,500",4.6
Luzerne County,2024,"161,800","154,600","7,200",4.5
Lycoming County,1990,"57,300","53,000","4,300",7.5
Lycoming County,1991,"57,300","52,600","4,700",8.2
Lycoming County,1992,"57,800","53,000","4,900",8.4
Lycoming County,1993,"57,400","52,800","4,700",8.1
Lycoming County,1994,"57,600","53,300","4,300",7.5
Lycoming County,1995,"57,600","53,300","4,200",7.3
Lycoming County,1996,"58,700","54,700","4,000",6.7
Lycoming County,1997,"58,800","55,000","3,800",6.4
Lycoming County,1998,"58,100","54,700","3,400",5.8
Lycoming County,1999,"57,600","54,600","3,000",5.1
Lycoming County,2000,"59,500","56,900","2,600",4.4
Lycoming County,2001,"60,300","57,000","3,300",5.4
Lycoming County,2002,"59,700","56,000","3,700",6.2
Lycoming County,2003,"59,000","55,500","3,600",6
Lycoming County,2004,"60,100","56,500","3,600",6
Lycoming County,2005,"59,600","56,300","3,200",5.5
Lycoming County,2006,"59,300","56,100","3,200",5.3
Lycoming County,2007,"59,700","56,700","3,100",5.1
Lycoming County,2008,"61,000","57,400","3,600",5.9
Lycoming County,2009,"60,300","55,000","5,300",8.8
Lycoming County,2010,"59,300","54,200","5,100",8.6
Lycoming County,2011,"61,000","56,400","4,600",7.5
Lycoming County,2012,"62,800","58,000","4,800",7.6
Lycoming County,2013,"61,900","57,200","4,700",7.5
Lycoming County,2014,"61,900","58,000","3,900",6.3
Lycoming County,2015,"61,400","57,600","3,800",6.2
Lycoming County,2016,"56,300","52,400","3,900",6.9
Lycoming County,2017,"55,400","52,100","3,300",6
Lycoming County,2018,"55,000","52,200","2,900",5.2
Lycoming County,2019,"54,700","52,000","2,700",5
Lycoming County,2020,"54,000","49,200","4,900",9
Lycoming County,2021,"52,500","49,100","3,400",6.6
Lycoming County,2022,"52,000","49,600","2,500",4.7
Lycoming County,2023,"53,000","50,900","2,100",4
Lycoming County,2024,"53,000","50,900","2,100",4
McKean County,1990,"20,800","19,400","1,400",6.7
McKean County,1991,"20,800","19,100","1,700",8
McKean County,1992,"21,200","19,300","1,900",8.8
McKean County,1993,"21,100","19,400","1,700",8.3
McKean County,1994,"21,400","19,700","1,700",7.9
McKean County,1995,"21,600","20,200","1,400",6.3
McKean County,1996,"22,000","20,700","1,400",6.2
McKean County,1997,"22,000","20,600","1,400",6.5
McKean County,1998,"21,700","20,300","1,400",6.5
McKean County,1999,"21,500","20,400","1,200",5.4
McKean County,2000,"21,900","20,900","1,100",4.8
McKean County,2001,"22,200","20,900","1,200",5.6
McKean County,2002,"22,100","20,800","1,300",5.9
McKean County,2003,"21,600","20,300","1,300",6.1
McKean County,2004,"21,800","20,500","1,300",5.9
McKean County,2005,"21,900","20,700","1,200",5.5
McKean County,2006,"21,800","20,700","1,200",5.4
McKean County,2007,"21,800","20,700","1,100",5.2
McKean County,2008,"22,100","20,700","1,400",6.2
McKean County,2009,"21,300","19,100","2,200",10.2
McKean County,2010,"20,000","18,000","1,900",9.7
McKean County,2011,"20,100","18,400","1,700",8.5
McKean County,2012,"20,300","18,600","1,600",8.1
McKean County,2013,"19,700","18,200","1,500",7.8
McKean County,2014,"19,400","18,200","1,300",6.5
McKean County,2015,"19,100","18,000","1,200",6.2
McKean County,2016,"19,100","17,900","1,200",6.4
McKean County,2017,"18,800","17,700","1,100",6
McKean County,2018,"18,500","17,600",900,4.8
McKean County,2019,"17,900","17,000",900,5.1
McKean County,2020,"17,700","16,100","1,700",9.3
McKean County,2021,"17,400","16,300","1,100",6.3
McKean County,2022,"17,200","16,400",900,5
McKean County,2023,"17,200","16,400",800,4.5
McKean County,2024,"17,000","16,300",700,4.1
Mercer County,1990,"53,400","50,500","2,900",5.5
Mercer County,1991,"55,000","51,000","4,000",7.3
Mercer County,1992,"56,200","51,200","5,000",8.9
Mercer County,1993,"55,100","49,400","5,700",10.4
Mercer County,1994,"55,200","51,300","3,900",7
Mercer County,1995,"55,300","52,500","2,800",5.1
Mercer County,1996,"56,300","53,700","2,600",4.6
Mercer County,1997,"57,500","54,500","3,000",5.2
Mercer County,1998,"58,400","55,900","2,500",4.3
Mercer County,1999,"59,000","55,900","3,000",5.1
Mercer County,2000,"56,800","54,000","2,900",5
Mercer County,2001,"55,900","52,900","3,000",5.4
Mercer County,2002,"55,600","52,500","3,100",5.6
Mercer County,2003,"55,700","52,300","3,500",6.2
Mercer County,2004,"55,400","51,900","3,500",6.3
Mercer County,2005,"55,900","52,400","3,500",6.3
Mercer County,2006,"55,700","52,500","3,200",5.7
Mercer County,2007,"55,800","52,600","3,200",5.8
Mercer County,2008,"56,100","52,300","3,800",6.8
Mercer County,2009,"55,000","48,900","6,100",11.1
Mercer County,2010,"53,400","48,500","4,900",9.2
Mercer County,2011,"53,300","49,200","4,100",7.6
Mercer County,2012,"54,000","50,000","3,900",7.3
Mercer County,2013,"53,800","50,000","3,700",6.9
Mercer County,2014,"53,300","50,200","3,200",6
Mercer County,2015,"53,500","50,500","3,000",5.6
Mercer County,2016,"52,100","49,000","3,100",6
Mercer County,2017,"51,000","48,200","2,800",5.6
Mercer County,2018,"50,200","47,800","2,400",4.9
Mercer County,2019,"49,700","47,300","2,400",4.8
Mercer County,2020,"48,500","43,900","4,600",9.5
Mercer County,2021,"47,300","44,200","3,200",6.7
Mercer County,2022,"46,700","44,500","2,300",4.8
Mercer County,2023,"47,000","45,100","1,900",4.1
Mercer County,2024,"46,800","44,900","1,900",4
Mifflin County,1990,"22,400","20,600","1,800",8
Mifflin County,1991,"22,700","20,700","2,100",9.2
Mifflin County,1992,"22,600","20,300","2,300",10.2
Mifflin County,1993,"22,000","20,300","1,700",7.5
Mifflin County,1994,"22,100","20,600","1,500",6.8
Mifflin County,1995,"23,000","21,300","1,600",7.1
Mifflin County,1996,"22,800","20,800","2,000",8.7
Mifflin County,1997,"22,500","20,900","1,600",7
Mifflin County,1998,"22,200","20,800","1,500",6.6
Mifflin County,1999,"22,200","20,700","1,500",6.9
Mifflin County,2000,"22,200","21,300","1,000",4.3
Mifflin County,2001,"22,100","20,700","1,400",6.3
Mifflin County,2002,"22,500","20,800","1,700",7.4
Mifflin County,2003,"22,100","20,600","1,500",6.8
Mifflin County,2004,"22,800","21,400","1,500",6.5
Mifflin County,2005,"23,200","21,800","1,400",5.9
Mifflin County,2006,"22,600","21,400","1,200",5.1
Mifflin County,2007,"22,700","21,400","1,200",5.5
Mifflin County,2008,"22,900","21,400","1,500",6.6
Mifflin County,2009,"22,700","20,400","2,200",9.9
Mifflin County,2010,"21,200","19,100","2,100",9.9
Mifflin County,2011,"21,000","19,100","1,800",8.7
Mifflin County,2012,"21,100","19,400","1,800",8.4
Mifflin County,2013,"21,400","19,700","1,700",7.8
Mifflin County,2014,"21,200","19,800","1,400",6.5
Mifflin County,2015,"21,100","19,900","1,200",5.9
Mifflin County,2016,"22,400","21,200","1,200",5.3
Mifflin County,2017,"22,300","21,100","1,100",5
Mifflin County,2018,"22,400","21,400","1,000",4.5
Mifflin County,2019,"22,700","21,800","1,000",4.3
Mifflin County,2020,"22,800","21,100","1,800",7.7
Mifflin County,2021,"22,500","21,300","1,200",5.2
Mifflin County,2022,"22,500","21,600",900,4.2
Mifflin County,2023,"23,200","22,400",800,3.4
Mifflin County,2024,"23,600","22,900",800,3.3
Monroe County,1990,"49,400","46,000","3,500",7
Monroe County,1991,"48,700","44,000","4,700",9.7
Monroe County,1992,"48,700","43,500","5,200",10.7
Monroe County,1993,"48,800","44,100","4,700",9.6
Monroe County,1994,"49,700","45,300","4,400",8.9
Monroe County,1995,"49,800","45,500","4,300",8.7
Monroe County,1996,"50,300","46,100","4,100",8.2
Monroe County,1997,"52,000","48,000","4,100",7.8
Monroe County,1998,"52,700","49,200","3,500",6.6
Monroe County,1999,"53,400","50,100","3,300",6.2
Monroe County,2000,"69,500","66,600","2,900",4.2
Monroe County,2001,"71,500","68,100","3,400",4.8
Monroe County,2002,"73,900","69,700","4,200",5.7
Monroe County,2003,"74,300","69,900","4,400",5.9
Monroe County,2004,"76,600","72,300","4,400",5.7
Monroe County,2005,"78,400","74,000","4,400",5.6
Monroe County,2006,"80,600","76,300","4,300",5.3
Monroe County,2007,"82,200","77,900","4,200",5.1
Monroe County,2008,"84,400","79,300","5,100",6
Monroe County,2009,"83,300","75,800","7,500",9
Monroe County,2010,"82,400","74,700","7,700",9.4
Monroe County,2011,"82,000","74,300","7,700",9.4
Monroe County,2012,"82,400","74,600","7,800",9.5
Monroe County,2013,"81,600","74,200","7,300",9
Monroe County,2014,"80,300","74,100","6,200",7.7
Monroe County,2015,"81,500","76,100","5,400",6.6
Monroe County,2016,"82,700","77,600","5,100",6.1
Monroe County,2017,"82,900","78,000","4,900",5.9
Monroe County,2018,"83,000","78,500","4,500",5.5
Monroe County,2019,"83,900","79,600","4,400",5.2
Monroe County,2020,"82,600","73,400","9,200",11.1
Monroe County,2021,"81,700","76,000","5,700",7
Monroe County,2022,"81,300","77,000","4,400",5.4
Monroe County,2023,"82,100","78,200","3,900",4.8
Monroe County,2024,"83,000","79,400","3,500",4.2
Montgomery County,1990,"374,800","360,300","14,500",3.9
Montgomery County,1991,"374,700","354,600","20,200",5.4
Montgomery County,1992,"377,100","354,100","23,000",6.1
Montgomery County,1993,"377,100","356,800","20,300",5.4
Montgomery County,1994,"380,100","361,000","19,100",5
Montgomery County,1995,"379,500","362,600","16,900",4.5
Montgomery County,1996,"389,100","373,600","15,500",4
Montgomery County,1997,"397,900","383,500","14,400",3.6
